================ Training Loss (Wed Jun  3 07:40:07 2020) ================
(epoch: 1, iters: 4800, time: 0.003, data: 1.118) total_loss: 0.502 kl_loss: 0.025 reconstruction_loss: 0.345 confidence loss: 0.132
(epoch: 1, iters: 9600, time: 0.003, data: 0.000) total_loss: 0.380 kl_loss: 0.026 reconstruction_loss: 0.306 confidence loss: 0.047
(epoch: 1, iters: 14400, time: 0.003, data: 0.004) total_loss: 0.302 kl_loss: 0.024 reconstruction_loss: 0.243 confidence loss: 0.035
(epoch: 2, iters: 2112, time: 0.003, data: 0.000) total_loss: 0.274 kl_loss: 0.010 reconstruction_loss: 0.252 confidence loss: 0.012
(epoch: 2, iters: 6912, time: 0.003, data: 0.000) total_loss: 0.231 kl_loss: 0.010 reconstruction_loss: 0.211 confidence loss: 0.010
(epoch: 2, iters: 11712, time: 0.003, data: 0.000) total_loss: 0.261 kl_loss: 0.008 reconstruction_loss: 0.241 confidence loss: 0.012
(epoch: 2, iters: 16512, time: 0.003, data: 1.269) total_loss: 0.188 kl_loss: 0.015 reconstruction_loss: 0.154 confidence loss: 0.019
(epoch: 3, iters: 4224, time: 0.003, data: 0.008) total_loss: 0.196 kl_loss: 0.008 reconstruction_loss: 0.183 confidence loss: 0.005
(epoch: 3, iters: 9024, time: 0.003, data: 0.006) total_loss: 0.206 kl_loss: 0.012 reconstruction_loss: 0.190 confidence loss: 0.004
(epoch: 3, iters: 13824, time: 0.003, data: 0.009) total_loss: 0.173 kl_loss: 0.006 reconstruction_loss: 0.157 confidence loss: 0.010
(epoch: 4, iters: 1536, time: 0.003, data: 0.004) total_loss: 0.226 kl_loss: 0.007 reconstruction_loss: 0.216 confidence loss: 0.004
(epoch: 4, iters: 6336, time: 0.003, data: 0.010) total_loss: 0.210 kl_loss: 0.004 reconstruction_loss: 0.202 confidence loss: 0.004
(epoch: 4, iters: 11136, time: 0.003, data: 0.007) total_loss: 0.169 kl_loss: 0.008 reconstruction_loss: 0.146 confidence loss: 0.015
(epoch: 4, iters: 15936, time: 0.003, data: 0.000) total_loss: 0.181 kl_loss: 0.006 reconstruction_loss: 0.172 confidence loss: 0.003
(epoch: 5, iters: 3648, time: 0.003, data: 0.005) total_loss: 0.220 kl_loss: 0.004 reconstruction_loss: 0.214 confidence loss: 0.002
(epoch: 5, iters: 8448, time: 0.003, data: 0.743) total_loss: 0.300 kl_loss: 0.006 reconstruction_loss: 0.292 confidence loss: 0.001
(epoch: 5, iters: 13248, time: 0.003, data: 0.000) total_loss: 0.176 kl_loss: 0.006 reconstruction_loss: 0.169 confidence loss: 0.002
(epoch: 6, iters: 960, time: 0.003, data: 0.007) total_loss: 0.185 kl_loss: 0.006 reconstruction_loss: 0.176 confidence loss: 0.003
(epoch: 6, iters: 5760, time: 0.003, data: 0.000) total_loss: 0.208 kl_loss: 0.007 reconstruction_loss: 0.200 confidence loss: 0.002
(epoch: 6, iters: 10560, time: 0.003, data: 0.004) total_loss: 0.220 kl_loss: 0.005 reconstruction_loss: 0.213 confidence loss: 0.002
(epoch: 6, iters: 15360, time: 0.003, data: 0.005) total_loss: 0.169 kl_loss: 0.005 reconstruction_loss: 0.161 confidence loss: 0.003
(epoch: 7, iters: 3072, time: 0.003, data: 0.006) total_loss: 0.208 kl_loss: 0.002 reconstruction_loss: 0.203 confidence loss: 0.003
(epoch: 7, iters: 7872, time: 0.003, data: 0.010) total_loss: 0.277 kl_loss: 0.005 reconstruction_loss: 0.269 confidence loss: 0.003
(epoch: 7, iters: 12672, time: 0.003, data: 0.005) total_loss: 0.186 kl_loss: 0.006 reconstruction_loss: 0.178 confidence loss: 0.002
(epoch: 8, iters: 384, time: 0.003, data: 0.009) total_loss: 0.252 kl_loss: 0.003 reconstruction_loss: 0.247 confidence loss: 0.001
(epoch: 8, iters: 5184, time: 0.003, data: 0.000) total_loss: 0.171 kl_loss: 0.004 reconstruction_loss: 0.166 confidence loss: 0.001
(epoch: 8, iters: 9984, time: 0.003, data: 0.000) total_loss: 0.169 kl_loss: 0.006 reconstruction_loss: 0.161 confidence loss: 0.002
(epoch: 8, iters: 14784, time: 0.003, data: 0.006) total_loss: 0.229 kl_loss: 0.004 reconstruction_loss: 0.224 confidence loss: 0.001
(epoch: 9, iters: 2496, time: 0.003, data: 0.004) total_loss: 0.172 kl_loss: 0.005 reconstruction_loss: 0.165 confidence loss: 0.001
(epoch: 9, iters: 7296, time: 0.003, data: 0.000) total_loss: 0.163 kl_loss: 0.005 reconstruction_loss: 0.157 confidence loss: 0.000
(epoch: 9, iters: 12096, time: 0.003, data: 0.169) total_loss: 0.167 kl_loss: 0.007 reconstruction_loss: 0.159 confidence loss: 0.001
(epoch: 9, iters: 16896, time: 0.003, data: 0.000) total_loss: 0.197 kl_loss: 0.006 reconstruction_loss: 0.184 confidence loss: 0.007
(epoch: 10, iters: 4608, time: 0.003, data: 0.004) total_loss: 0.249 kl_loss: 0.005 reconstruction_loss: 0.242 confidence loss: 0.002
(epoch: 10, iters: 9408, time: 0.003, data: 2.879) total_loss: 0.166 kl_loss: 0.006 reconstruction_loss: 0.159 confidence loss: 0.001
(epoch: 10, iters: 14208, time: 0.003, data: 2.321) total_loss: 0.214 kl_loss: 0.006 reconstruction_loss: 0.206 confidence loss: 0.002
(epoch: 11, iters: 1920, time: 0.003, data: 0.004) total_loss: 0.152 kl_loss: 0.007 reconstruction_loss: 0.144 confidence loss: 0.001
(epoch: 11, iters: 6720, time: 0.003, data: 0.000) total_loss: 0.170 kl_loss: 0.007 reconstruction_loss: 0.162 confidence loss: 0.001
(epoch: 11, iters: 11520, time: 0.003, data: 0.000) total_loss: 0.322 kl_loss: 0.000 reconstruction_loss: 0.321 confidence loss: 0.000
